Class;x min;y min;x max - x min;y max - ymin;Image name;Width;Height
7;37;8;7;11;20200614_131017.jpg;78;22
b;48;10;12;9;20200614_131017.jpg;78;22
8;65;8;6;11;20200614_131017.jpg;78;22
2;15;10;11;19;20200614_131022.jpg;122;30
2;28;10;9;19;20200614_131022.jpg;122;30
7;39;9;9;19;20200614_131022.jpg;122;30
7;51;8;10;19;20200614_131022.jpg;122;30
0;62;7;9;19;20200614_131022.jpg;122;30
9;74;5;9;20;20200614_131022.jpg;122;30
ch;90;4;22;23;20200614_131022.jpg;122;30
2;12;13;18;39;20200614_131024.jpg;217;73
2;36;16;15;38;20200614_131024.jpg;217;73
7;56;16;17;39;20200614_131024.jpg;217;73
7;78;18;16;40;20200614_131024.jpg;217;73
0;101;20;17;39;20200614_131024.jpg;217;73
9;124;20;17;40;20200614_131024.jpg;217;73
ch;159;21;45;43;20200614_131024.jpg;217;73
7;15;9;9;31;20200614_131029.jpg;156;57
5;25;10;10;30;20200614_131029.jpg;156;57
1;37;11;7;31;20200614_131029.jpg;156;57
1;46;12;9;30;20200614_131029.jpg;156;57
2;56;13;13;28;20200614_131029.jpg;156;57
b;83;20;20;20;20200614_131029.jpg;156;57
8;124;17;10;31;20200614_131029.jpg;156;57
5;21;9;10;31;20200614_131041.jpg;166;60
6;32;12;11;28;20200614_131041.jpg;166;60
2;43;12;12;29;20200614_131041.jpg;166;60
4;54;13;13;29;20200614_131041.jpg;166;60
2;66;14;13;28;20200614_131041.jpg;166;60
a;103;18;8;30;20200614_131041.jpg;166;60
2;134;21;14;31;20200614_131041.jpg;166;60
6;147;24;15;28;20200614_131041.jpg;166;60
5;12;8;12;41;20200614_131042.jpg;193;86
6;25;12;15;36;20200614_131042.jpg;193;86
2;38;14;16;36;20200614_131042.jpg;193;86
4;52;16;15;38;20200614_131042.jpg;193;86
2;65;17;17;39;20200614_131042.jpg;193;86
a;112;27;10;36;20200614_131042.jpg;193;86
2;149;34;17;41;20200614_131042.jpg;193;86
6;167;35;18;41;20200614_131042.jpg;193;86
2;10;11;11;23;20200614_131053.jpg;144;46
7;22;11;13;23;20200614_131053.jpg;144;46
4;35;11;10;22;20200614_131053.jpg;144;46
3;45;12;11;22;20200614_131053.jpg;144;46
4;57;13;13;23;20200614_131053.jpg;144;46
a;89;15;7;24;20200614_131053.jpg;144;46
6;114;15;10;24;20200614_131053.jpg;144;46
1;127;17;9;22;20200614_131053.jpg;144;46
1;81;64;48;58;20200614_131059(0).jpg;564;134
5;104;58;63;59;20200614_131059(0).jpg;564;134
8;153;59;51;52;20200614_131059(0).jpg;564;134
9;194;54;52;53;20200614_131059(0).jpg;564;134
a;350;30;42;65;20200614_131059(0).jpg;564;134
6;482;16;41;66;20200614_131059(0).jpg;564;134
1;78;80;33;61;20200614_131059.jpg;472;151
5;107;72;36;63;20200614_131059.jpg;472;151
8;141;65;38;62;20200614_131059.jpg;472;151
9;174;63;45;54;20200614_131059.jpg;472;151
a;301;40;38;58;20200614_131059.jpg;472;151
6;402;22;42;55;20200614_131059.jpg;472;151
6;18;9;13;32;20200614_131102.jpg;158;71
7;31;10;11;32;20200614_131102.jpg;158;71
3;44;12;12;32;20200614_131102.jpg;158;71
1;59;15;10;30;20200614_131102.jpg;158;71
a;93;18;10;32;20200614_131102.jpg;158;71
7;123;21;14;34;20200614_131102.jpg;158;71
2;139;23;14;34;20200614_131102.jpg;158;71
6;15;11;16;35;20200614_131103.jpg;167;69
7;27;11;14;37;20200614_131103.jpg;167;69
3;40;11;15;38;20200614_131103.jpg;167;69
1;53;11;12;38;20200614_131103.jpg;167;69
a;86;12;15;40;20200614_131103.jpg;167;69
7;117;13;15;41;20200614_131103.jpg;167;69
2;134;13;17;43;20200614_131103.jpg;167;69
7;33;20;20;46;20200614_131108(0).jpg;283;66
3;53;19;20;47;20200614_131108(0).jpg;283;66
3;73;18;21;47;20200614_131108(0).jpg;283;66
9;90;18;25;47;20200614_131108(0).jpg;283;66
3;113;17;22;47;20200614_131108(0).jpg;283;66
b;160;23;40;28;20200614_131108(0).jpg;283;66
8;230;12;20;47;20200614_131108(0).jpg;283;66
7;18;7;13;29;20200614_131108.jpg;168;51
3;30;8;12;28;20200614_131108.jpg;168;51
3;42;9;11;28;20200614_131108.jpg;168;51
9;54;10;13;28;20200614_131108.jpg;168;51
3;67;11;12;27;20200614_131108.jpg;168;51
b;94;17;25;17;20200614_131108.jpg;168;51
8;137;14;13;29;20200614_131108.jpg;168;51
1;10;12;13;22;20200614_131111.jpg;159;34
9;26;12;14;22;20200614_131111.jpg;159;34
8;42;10;14;24;20200614_131111.jpg;159;34
4;58;10;14;24;20200614_131111.jpg;159;34
9;73;10;15;24;20200614_131111.jpg;159;34
a;102;8;7;25;20200614_131111.jpg;159;34
7;120;7;15;27;20200614_131111.jpg;159;34
2;137;5;12;29;20200614_131111.jpg;159;34
1;12;18;10;23;20200614_131118.jpg;149;44
0;23;17;10;24;20200614_131118.jpg;149;44
4;35;17;11;20;20200614_131118.jpg;149;44
8;47;15;10;22;20200614_131118.jpg;149;44
3;59;14;11;22;20200614_131118.jpg;149;44
a;88;11;10;22;20200614_131118.jpg;149;44
1;114;8;11;23;20200614_131118.jpg;149;44
1;125;8;9;22;20200614_131118.jpg;149;44
1;17;12;21;51;20200614_131119.jpg;318;69
0;39;12;22;50;20200614_131119.jpg;318;69
4;66;16;23;41;20200614_131119.jpg;318;69
8;94;15;19;44;20200614_131119.jpg;318;69
3;118;16;26;43;20200614_131119.jpg;318;69
a;191;12;10;49;20200614_131119.jpg;318;69
1;248;13;21;44;20200614_131119.jpg;318;69
1;274;11;18;48;20200614_131119.jpg;318;69
3;12;9;12;28;20200614_131122.jpg;173;47
3;28;10;10;28;20200614_131122.jpg;173;47
8;42;10;12;28;20200614_131122.jpg;173;47
2;58;11;12;28;20200614_131122.jpg;173;47
0;74;12;14;27;20200614_131122.jpg;173;47
a;105;13;8;28;20200614_131122.jpg;173;47
1;131;12;12;31;20200614_131122.jpg;173;47
4;149;13;14;30;20200614_131122.jpg;173;47
3;8;10;14;42;20200614_131123.jpg;218;93
3;26;14;14;41;20200614_131123.jpg;218;93
8;45;18;16;42;20200614_131123.jpg;218;93
2;64;22;20;41;20200614_131123.jpg;218;93
0;87;26;17;41;20200614_131123.jpg;218;93
a;128;34;10;39;20200614_131123.jpg;218;93
1;165;40;15;43;20200614_131123.jpg;218;93
4;188;43;18;44;20200614_131123.jpg;218;93
4;15;9;7;17;20200614_131130.jpg;125;34
9;22;9;8;18;20200614_131130.jpg;125;34
4;31;9;7;19;20200614_131130.jpg;125;34
6;39;9;7;19;20200614_131130.jpg;125;34
6;47;10;8;18;20200614_131130.jpg;125;34
d;65;12;10;15;20200614_131130.jpg;125;34
1;99;11;9;18;20200614_131130.jpg;125;34
6;10;7;5;17;20200614_131141.jpg;94;32
0;16;8;6;18;20200614_131141.jpg;94;32
2;24;8;5;17;20200614_131141.jpg;94;32
5;30;7;7;17;20200614_131141.jpg;94;32
7;36;8;8;16;20200614_131141.jpg;94;32
waw;57;10;8;16;20200614_131141.jpg;94;32
6;78;10;10;18;20200614_131141.jpg;94;32
6;10;6;11;21;20200614_131142.jpg;129;36
0;20;6;10;22;20200614_131142.jpg;129;36
2;30;7;10;23;20200614_131142.jpg;129;36
5;38;7;10;23;20200614_131142.jpg;129;36
7;48;8;12;24;20200614_131142.jpg;129;36
waw;75;12;14;19;20200614_131142.jpg;129;36
6;106;12;11;23;20200614_131142.jpg;129;36
3;21;25;13;24;20200614_131144.jpg;168;52
1;35;22;8;26;20200614_131144.jpg;168;52
6;46;21;13;24;20200614_131144.jpg;168;52
3;58;20;13;24;20200614_131144.jpg;168;52
2;70;17;14;26;20200614_131144.jpg;168;52
d;104;17;17;17;20200614_131144.jpg;168;52
6;141;9;14;26;20200614_131144.jpg;168;52
5;12;9;12;20;20200614_131153.jpg;141;51
0;23;12;10;19;20200614_131153.jpg;141;51
1;33;14;8;20;20200614_131153.jpg;141;51
2;40;15;12;20;20200614_131153.jpg;141;51
3;52;18;10;20;20200614_131153.jpg;141;51
a;76;18;9;23;20200614_131153.jpg;141;51
2;104;23;11;19;20200614_131153.jpg;141;51
0;115;23;10;20;20200614_131153.jpg;141;51
3;24;11;10;23;20200614_131157.jpg;122;38
3;34;11;8;23;20200614_131157.jpg;122;38
8;42;11;10;23;20200614_131157.jpg;122;38
waw;77;13;10;18;20200614_131157.jpg;122;38
6;102;13;11;22;20200614_131157.jpg;122;38
3;30;15;12;28;20200614_131158.jpg;158;58
3;41;17;12;28;20200614_131158.jpg;158;58
8;52;19;12;27;20200614_131158.jpg;158;58
waw;96;26;12;20;20200614_131158.jpg;158;58
6;128;26;15;28;20200614_131158.jpg;158;58
3;6;9;12;31;20200614_131204(0).jpg;163;88
0;17;13;13;30;20200614_131204(0).jpg;163;88
6;30;16;13;31;20200614_131204(0).jpg;163;88
0;41;21;13;30;20200614_131204(0).jpg;163;88
9;54;25;13;31;20200614_131204(0).jpg;163;88
a;98;37;15;31;20200614_131204(0).jpg;163;88
6;143;51;19;31;20200614_131204(0).jpg;163;88
3;8;6;13;28;20200614_131204.jpg;154;54
0;20;7;12;28;20200614_131204.jpg;154;54
6;31;10;12;27;20200614_131204.jpg;154;54
0;42;12;11;26;20200614_131204.jpg;154;54
9;53;12;13;28;20200614_131204.jpg;154;54
a;95;18;9;26;20200614_131204.jpg;154;54
6;133;25;14;28;20200614_131204.jpg;154;54
3;13;18;25;47;20200614_131206.jpg;326;143
0;38;27;25;44;20200614_131206.jpg;326;143
6;62;32;23;48;20200614_131206.jpg;326;143
0;86;40;22;45;20200614_131206.jpg;326;143
9;110;47;26;44;20200614_131206.jpg;326;143
a;202;70;21;41;20200614_131206.jpg;326;143
6;283;86;33;48;20200614_131206.jpg;326;143
8;38;111;50;36;20200614_131211(0).jpg;457;154
2;80;99;56;41;20200614_131211(0).jpg;457;154
2;122;89;54;41;20200614_131211(0).jpg;457;154
4;172;79;44;37;20200614_131211(0).jpg;457;154
7;210;68;47;44;20200614_131211(0).jpg;457;154
b;282;53;80;37;20200614_131211(0).jpg;457;154
8;406;24;45;34;20200614_131211(0).jpg;457;154
8;20;104;35;40;20200614_131211.jpg;330;152
2;54;92;35;46;20200614_131211.jpg;330;152
2;88;83;31;42;20200614_131211.jpg;330;152
4;122;76;29;40;20200614_131211.jpg;330;152
7;150;63;32;47;20200614_131211.jpg;330;152
b;205;51;55;36;20200614_131211.jpg;330;152
8;292;21;27;38;20200614_131211.jpg;330;152
5;16;22;19;48;20200614_131215.jpg;263;178
7;33;33;17;41;20200614_131215.jpg;263;178
6;50;42;17;42;20200614_131215.jpg;263;178
2;66;48;21;46;20200614_131215.jpg;263;178
6;85;57;23;45;20200614_131215.jpg;263;178
b;149;87;33;37;20200614_131215.jpg;263;178
8;221;110;26;47;20200614_131215.jpg;263;178
5;22;28;30;67;20200614_131216.jpg;433;271
7;50;44;33;64;20200614_131216.jpg;433;271
6;82;65;31;56;20200614_131216.jpg;433;271
2;115;80;37;58;20200614_131216.jpg;433;271
6;148;95;35;57;20200614_131216.jpg;433;271
b;255;146;61;52;20200614_131216.jpg;433;271
8;370;184;58;67;20200614_131216.jpg;433;271
3;10;7;12;22;20200614_131221.jpg;154;29
3;21;7;11;22;20200614_131221.jpg;154;29
4;33;7;11;22;20200614_131221.jpg;154;29
6;43;6;15;23;20200614_131221.jpg;154;29
d;85;7;16;20;20200614_131221.jpg;154;29
8;132;3;9;23;20200614_131221.jpg;154;29
3;11;16;16;34;20200614_131222.jpg;210;54
3;28;16;18;34;20200614_131222.jpg;210;54
4;45;18;16;32;20200614_131222.jpg;210;54
6;60;18;19;33;20200614_131222.jpg;210;54
d;120;20;20;27;20200614_131222.jpg;210;54
8;183;18;19;30;20200614_131222.jpg;210;54
1;16;12;8;29;20200614_131226.jpg;173;42
6;28;12;14;27;20200614_131226.jpg;173;42
6;43;12;13;28;20200614_131226.jpg;173;42
4;56;10;12;28;20200614_131226.jpg;173;42
0;69;11;14;27;20200614_131226.jpg;173;42
d;119;8;14;22;20200614_131226.jpg;173;42
1;152;4;9;27;20200614_131226.jpg;173;42
6;24;50;35;50;20200614_131904.jpg;393;123
0;60;45;32;56;20200614_131904.jpg;393;123
9;93;44;34;54;20200614_131904.jpg;393;123
0;130;43;33;54;20200614_131904.jpg;393;123
0;162;44;35;54;20200614_131904.jpg;393;123
8;200;41;31;54;20200614_131904.jpg;393;123
w;247;41;61;53;20200614_131904.jpg;393;123
w;309;37;61;56;20200614_131904.jpg;393;123
6;35;43;58;86;20200614_131905.jpg;655;174
0;93;44;56;89;20200614_131905.jpg;655;174
9;151;49;60;83;20200614_131905.jpg;655;174
0;212;49;59;85;20200614_131905.jpg;655;174
0;272;53;55;81;20200614_131905.jpg;655;174
8;330;52;65;85;20200614_131905.jpg;655;174
w;418;55;100;93;20200614_131905.jpg;655;174
w;519;57;99;88;20200614_131905.jpg;655;174
4;21;34;21;41;20200614_131913.jpg;274;75
6;43;32;20;43;20200614_131913.jpg;274;75
2;63;32;19;43;20200614_131913.jpg;274;75
4;83;31;19;43;20200614_131913.jpg;274;75
5;101;28;24;43;20200614_131913.jpg;274;75
b;155;35;33;25;20200614_131913.jpg;274;75
8;223;21;19;44;20200614_131913.jpg;274;75
4;38;83;34;70;20200614_131914.jpg;430;161
6;73;79;30;75;20200614_131914.jpg;430;161
2;105;74;32;71;20200614_131914.jpg;430;161
4;138;72;28;74;20200614_131914.jpg;430;161
5;168;68;34;72;20200614_131914.jpg;430;161
b;248;67;60;46;20200614_131914.jpg;430;161
8;358;42;35;69;20200614_131914.jpg;430;161
4;62;88;51;92;20200614_131915.jpg;590;196
6;114;81;44;99;20200614_131915.jpg;590;196
2;159;81;40;97;20200614_131915.jpg;590;196
4;204;76;43;100;20200614_131915.jpg;590;196
5;246;68;41;103;20200614_131915.jpg;590;196
b;363;77;61;66;20200614_131915.jpg;590;196
8;501;53;43;94;20200614_131915.jpg;590;196
6;33;324;69;159;20200614_131921.jpg;684;525
8;106;304;55;153;20200614_131921.jpg;684;525
2;169;271;55;160;20200614_131921.jpg;684;525
5;228;238;61;156;20200614_131921.jpg;684;525
4;294;212;47;150;20200614_131921.jpg;684;525
h;427;158;82;105;20200614_131921.jpg;684;525
6;577;60;55;149;20200614_131921.jpg;684;525
6;34;683;335;203;20200614_131924.jpg;2294;1041
8;257;646;284;200;20200614_131924.jpg;2294;1041
2;440;598;298;210;20200614_131924.jpg;2294;1041
5;633;534;284;233;20200614_131924.jpg;2294;1041
4;880;483;257;230;20200614_131924.jpg;2294;1041
h;1428;311;288;203;20200614_131924.jpg;2294;1041
6;1989;118;240;250;20200614_131924.jpg;2294;1041
6;23;31;150;192;20200614_131926.jpg;1318;545
8;105;61;163;194;20200614_131926.jpg;1318;545
2;196;80;169;216;20200614_131926.jpg;1318;545
5;292;99;159;216;20200614_131926.jpg;1318;545
4;424;129;140;212;20200614_131926.jpg;1318;545
h;721;218;185;150;20200614_131926.jpg;1318;545
6;1059;251;194;225;20200614_131926.jpg;1318;545
6;101;51;151;261;20200614_131928.jpg;1623;750
8;196;87;172;275;20200614_131928.jpg;1623;750
2;316;127;165;268;20200614_131928.jpg;1623;750
5;443;156;160;287;20200614_131928.jpg;1623;750
4;579;230;163;235;20200614_131928.jpg;1623;750
h;953;350;211;194;20200614_131928.jpg;1623;750
6;1396;436;163;254;20200614_131928.jpg;1623;750
6;25;53;50;69;20200614_131937(0).jpg;480;138
0;72;51;42;69;20200614_131937(0).jpg;480;138
9;114;50;40;68;20200614_131937(0).jpg;480;138
0;157;50;41;65;20200614_131937(0).jpg;480;138
0;199;50;42;64;20200614_131937(0).jpg;480;138
8;241;48;40;65;20200614_131937(0).jpg;480;138
w;299;45;74;68;20200614_131937(0).jpg;480;138
w;375;44;74;65;20200614_131937(0).jpg;480;138
6;13;60;36;52;20200614_131937.jpg;342;146
0;49;56;29;52;20200614_131937.jpg;342;146
9;79;56;30;48;20200614_131937.jpg;342;146
0;112;48;32;51;20200614_131937.jpg;342;146
0;145;42;30;54;20200614_131937.jpg;342;146
8;177;39;31;51;20200614_131937.jpg;342;146
w;220;29;56;56;20200614_131937.jpg;342;146
w;272;24;62;56;20200614_131937.jpg;342;146
6;52;132;92;121;20200614_131939.jpg;932;320
0;143;126;89;122;20200614_131939.jpg;932;320
9;224;118;98;120;20200614_131939.jpg;932;320
0;318;107;85;125;20200614_131939.jpg;932;320
0;401;104;82;118;20200614_131939.jpg;932;320
8;484;88;89;128;20200614_131939.jpg;932;320
w;613;71;142;133;20200614_131939.jpg;932;320
w;749;60;151;129;20200614_131939.jpg;932;320
8;55;72;69;173;20200614_131947.jpg;939;430
2;123;86;76;165;20200614_131947.jpg;939;430
1;199;104;60;163;20200614_131947.jpg;939;430
4;270;120;71;162;20200614_131947.jpg;939;430
1;352;126;62;169;20200614_131947.jpg;939;430
d;546;187;102;123;20200614_131947.jpg;939;430
6;782;202;96;172;20200614_131947.jpg;939;430
4;108;223;48;101;20200614_132000.jpg;670;371
6;161;208;40;97;20200614_132000.jpg;670;371
7;201;189;43;107;20200614_132000.jpg;670;371
5;244;173;37;102;20200614_132000.jpg;670;371
6;285;162;42;99;20200614_132000.jpg;670;371
b;393;122;75;75;20200614_132000.jpg;670;371
1;517;74;38;92;20200614_132000.jpg;670;371
4;49;339;62;125;20200614_132001.jpg;640;554
6;111;317;54;127;20200614_132001.jpg;640;554
7;159;290;51;125;20200614_132001.jpg;640;554
5;213;260;51;135;20200614_132001.jpg;640;554
6;258;244;54;125;20200614_132001.jpg;640;554
b;396;174;86;89;20200614_132001.jpg;640;554
1;540;98;32;118;20200614_132001.jpg;640;554
9;110;54;100;165;20200614_151637.jpg;1055;255
4;207;47;87;165;20200614_151637.jpg;1055;255
9;294;41;81;163;20200614_151637.jpg;1055;255
1;375;36;73;165;20200614_151637.jpg;1055;255
d;573;58;126;131;20200614_151637.jpg;1055;255
8;843;35;87;151;20200614_151637.jpg;1055;255
9;112;55;157;180;20200614_151638.jpg;1405;240
4;261;46;106;172;20200614_151638.jpg;1405;240
9;365;46;108;164;20200614_151638.jpg;1405;240
1;470;32;114;168;20200614_151638.jpg;1405;240
d;750;40;162;145;20200614_151638.jpg;1405;240
8;1134;13;124;189;20200614_151638.jpg;1405;240
5;37;124;42;74;20200614_151646.jpg;480;247
5;78;111;40;79;20200614_151646.jpg;480;247
7;108;101;43;74;20200614_151646.jpg;480;247
3;148;93;44;73;20200614_151646.jpg;480;247
3;186;87;42;67;20200614_151646.jpg;480;247
0;225;74;42;69;20200614_151646.jpg;480;247
w;287;47;72;79;20200614_151646.jpg;480;247
w;353;30;72;78;20200614_151646.jpg;480;247
5;61;76;84;164;20200614_151648.jpg;903;335
5;137;67;67;168;20200614_151648.jpg;903;335
7;205;67;57;173;20200614_151648.jpg;903;335
3;272;79;61;158;20200614_151648.jpg;903;335
3;337;75;71;157;20200614_151648.jpg;903;335
0;408;68;76;177;20200614_151648.jpg;903;335
w;538;68;139;174;20200614_151648.jpg;903;335
w;674;67;156;174;20200614_151648.jpg;903;335
1;122;91;88;253;20200614_151657.jpg;1617;437
7;224;98;119;236;20200614_151657.jpg;1617;437
6;332;98;126;234;20200614_151657.jpg;1617;437
6;458;103;110;238;20200614_151657.jpg;1617;437
6;575;105;114;238;20200614_151657.jpg;1617;437
d;916;131;193;186;20200614_151657.jpg;1617;437
8;1343;105;162;231;20200614_151657.jpg;1617;437
2;90;174;87;167;20200614_151704.jpg;801;437
6;159;156;78;174;20200614_151704.jpg;801;437
2;221;142;78;169;20200614_151704.jpg;801;437
0;279;135;79;157;20200614_151704.jpg;801;437
5;338;120;78;164;20200614_151704.jpg;801;437
d;494;100;103;138;20200614_151704.jpg;801;437
8;666;60;76;150;20200614_151704.jpg;801;437
5;38;33;25;62;20200614_151714.jpg;269;117
4;65;35;29;59;20200614_151714.jpg;269;117
3;92;35;24;60;20200614_151714.jpg;269;117
7;117;34;26;62;20200614_151714.jpg;269;117
d;155;42;34;49;20200614_151714.jpg;269;117
8;207;37;25;61;20200614_151714.jpg;269;117
7;17;76;49;92;20200614_151718.jpg;575;218
4;73;67;52;96;20200614_151718.jpg;575;218
1;141;62;41;91;20200614_151718.jpg;575;218
0;192;55;49;94;20200614_151718.jpg;575;218
0;248;48;43;98;20200614_151718.jpg;575;218
h;340;43;101;84;20200614_151718.jpg;575;218
6;498;27;57;92;20200614_151718.jpg;575;218
4;56;47;32;56;20200614_151732.jpg;415;139
0;88;48;28;55;20200614_151732.jpg;415;139
4;116;45;27;59;20200614_151732.jpg;415;139
9;141;45;31;57;20200614_151732.jpg;415;139
4;170;42;32;58;20200614_151732.jpg;415;139
a;250;38;24;58;20200614_151732.jpg;415;139
5;323;36;35;57;20200614_151732.jpg;415;139
0;358;37;32;53;20200614_151732.jpg;415;139
4;111;400;87;113;20200614_151735.jpg;1158;611
0;202;342;108;137;20200614_151735.jpg;1158;611
4;292;311;111;133;20200614_151735.jpg;1158;611
9;374;272;104;147;20200614_151735.jpg;1158;611
4;454;240;97;137;20200614_151735.jpg;1158;611
a;702;161;89;114;20200614_151735.jpg;1158;611
5;892;66;113;133;20200614_151735.jpg;1158;611
0;992;30;132;137;20200614_151735.jpg;1158;611
6;104;606;146;226;20200614_151739.jpg;1245;888
6;216;574;120;217;20200614_151739.jpg;1245;888
8;330;522;99;209;20200614_151739.jpg;1245;888
5;423;456;101;245;20200614_151739.jpg;1245;888
9;521;406;114;241;20200614_151739.jpg;1245;888
b;799;262;170;168;20200614_151739.jpg;1245;888
8;1108;75;86;213;20200614_151739.jpg;1245;888
6;164;678;258;283;20200614_151740.jpg;2133;1063
6;362;634;214;311;20200614_151740.jpg;2133;1063
8;529;574;211;299;20200614_151740.jpg;2133;1063
5;702;511;182;340;20200614_151740.jpg;2133;1063
9;871;461;195;302;20200614_151740.jpg;2133;1063
b;1340;329;280;186;20200614_151740.jpg;2133;1063
8;1875;71;157;283;20200614_151740.jpg;2133;1063
6;96;66;159;212;20200614_151741.jpg;1631;568
6;168;90;166;209;20200614_151741.jpg;1631;568
8;269;119;171;217;20200614_151741.jpg;1631;568
5;373;134;161;219;20200614_151741.jpg;1631;568
9;474;163;178;197;20200614_151741.jpg;1631;568
b;837;239;245;159;20200614_151741.jpg;1631;568
8;1345;256;200;233;20200614_151741.jpg;1631;568
9;118;503;166;250;20200614_151755.jpg;1084;838
3;211;471;148;223;20200614_151755.jpg;1084;838
1;319;410;103;231;20200614_151755.jpg;1084;838
2;388;373;132;231;20200614_151755.jpg;1084;838
6;465;329;120;237;20200614_151755.jpg;1084;838
h;700;246;95;152;20200614_151755.jpg;1084;838
6;871;91;134;205;20200614_151755.jpg;1084;838
9;221;691;228;310;20200614_151756.jpg;1718;1209
3;355;647;234;293;20200614_151756.jpg;1718;1209
1;516;571;184;299;20200614_151756.jpg;1718;1209
2;654;509;167;290;20200614_151756.jpg;1718;1209
6;777;442;193;284;20200614_151756.jpg;1718;1209
h;1128;307;179;199;20200614_151756.jpg;1718;1209
6;1439;94;167;266;20200614_151756.jpg;1718;1209
4;35;38;40;82;20200614_151818.jpg;459;145
5;73;36;30;81;20200614_151818.jpg;459;145
7;103;36;35;79;20200614_151818.jpg;459;145
6;138;36;35;77;20200614_151818.jpg;459;145
5;170;34;38;80;20200614_151818.jpg;459;145
waw;278;39;37;67;20200614_151818.jpg;459;145
6;383;28;43;85;20200614_151818.jpg;459;145
4;65;42;42;92;20200614_151819.jpg;626;204
5;106;42;43;97;20200614_151819.jpg;626;204
7;141;44;42;99;20200614_151819.jpg;626;204
6;186;50;43;97;20200614_151819.jpg;626;204
5;230;52;46;104;20200614_151819.jpg;626;204
waw;368;67;54;90;20200614_151819.jpg;626;204
6;505;76;58;99;20200614_151819.jpg;626;204
2;48;55;32;125;20200614_151833.jpg;429;444
2;77;78;33;114;20200614_151833.jpg;429;444
7;106;99;32;111;20200614_151833.jpg;429;444
0;137;117;32;120;20200614_151833.jpg;429;444
6;167;142;30;118;20200614_151833.jpg;429;444
d;235;209;47;90;20200614_151833.jpg;429;444
8;338;248;41;126;20200614_151833.jpg;429;444
4;46;122;56;99;20200614_151839.jpg;605;254
5;91;109;61;113;20200614_151839.jpg;605;254
7;134;103;49;106;20200614_151839.jpg;605;254
6;179;94;52;110;20200614_151839.jpg;605;254
5;224;90;46;100;20200614_151839.jpg;605;254
waw;369;69;38;81;20200614_151839.jpg;605;254
6;490;42;56;102;20200614_151839.jpg;605;254
9;29;80;46;80;20200614_151846.jpg;451;196
0;69;78;32;77;20200614_151846.jpg;451;196
7;100;71;34;82;20200614_151846.jpg;451;196
1;136;66;31;85;20200614_151846.jpg;451;196
5;168;64;39;78;20200614_151846.jpg;451;196
b;258;60;64;57;20200614_151846.jpg;451;196
8;371;33;42;80;20200614_151846.jpg;451;196
9;48;70;55;91;20200614_151847.jpg;575;197
0;98;65;41;94;20200614_151847.jpg;575;197
7;138;60;44;101;20200614_151847.jpg;575;197
1;181;54;34;106;20200614_151847.jpg;575;197
5;220;50;53;101;20200614_151847.jpg;575;197
b;326;59;92;72;20200614_151847.jpg;575;197
8;462;34;65;106;20200614_151847.jpg;575;197
5;124;99;84;113;20200614_151855(0).jpg;640;284
6;193;101;59;106;20200614_151855(0).jpg;640;284
3;252;96;53;105;20200614_151855(0).jpg;640;284
6;299;95;55;104;20200614_151855(0).jpg;640;284
2;339;86;63;110;20200614_151855(0).jpg;640;284
a;417;66;59;115;20200614_151855(0).jpg;640;284
7;475;57;63;124;20200614_151855(0).jpg;640;284
5;61;130;55;83;20200614_151855.jpg;437;284
6;103;116;51;96;20200614_151855.jpg;437;284
3;141;111;51;87;20200614_151855.jpg;437;284
6;181;102;45;91;20200614_151855.jpg;437;284
2;216;95;54;95;20200614_151855.jpg;437;284
a;274;81;41;87;20200614_151855.jpg;437;284
7;313;68;49;96;20200614_151855.jpg;437;284
